packet_nb_orig,packet_nb_resp,tcp_flag_A,tcp_flag_F,tcp_flag_P,tcp_flag_R,tcp_flag_S,tcp_flag_U,a_l3_payload_size_orig_total,a_l3_payload_size_resp_total,a_l3_payload_size_orig_min,a_l3_payload_size_orig_max,label
32,25,1,1,1,1,1,0,5461,12838,20,1239,benign
5,4,1,1,1,1,1,0,637,229,20,537,benign
5,4,1,1,1,1,1,0,637,229,20,537,benign
5,4,1,1,1,1,1,0,637,229,20,537,benign
9,7,1,1,1,0,1,0,819,289,20,537,benign
21,19,1,1,1,0,1,0,1864,912,20,845,benign
28,26,1,1,1,0,1,0,2775,7884,20,818,benign
153,164,1,1,1,0,1,0,6903,214629,20,1039,benign
24,22,1,1,1,1,1,0,3572,17141,20,1203,benign
17,15,1,1,1,1,1,0,2259,10562,20,1201,benign
14,11,1,1,1,1,1,0,2084,6826,20,1205,benign
14,12,1,1,1,1,1,0,2093,6979,20,1214,benign
26,22,1,1,1,0,1,0,1980,7213,20,750,benign
32,25,1,1,1,0,1,0,4936,8413,20,935,benign
27,21,1,1,1,0,1,0,4660,2470,20,907,benign
30,24,1,1,1,0,1,0,3434,8559,20,746,benign
12,9,1,1,1,1,1,0,2117,6203,20,1210,benign
12,9,1,1,1,1,1,0,2106,6203,20,1211,benign
12,9,1,1,1,1,1,0,2139,6203,20,1208,benign
17,13,1,1,1,1,1,0,2238,10165,20,1200,benign
18,15,1,1,1,1,1,0,2262,12745,20,1204,benign
30,25,1,1,1,0,1,0,3686,8579,20,872,benign
13,10,1,1,1,0,1,0,978,6347,20,537,benign
9,7,1,1,1,0,1,0,819,289,20,537,benign
21,18,1,1,1,0,1,0,1864,892,20,845,benign
154,164,1,1,1,0,1,0,7007,213760,20,1039,benign
9,8,1,1,1,1,1,0,717,6132,20,537,benign
9,8,1,1,1,1,1,0,717,6132,20,537,benign
9,8,1,1,1,1,1,0,717,6132,20,537,benign
9,8,1,1,1,1,1,0,717,6132,20,537,benign
9,8,1,1,1,1,1,0,717,6132,20,537,benign
9,8,1,1,1,1,1,0,717,6132,20,537,benign
9,8,1,1,1,1,1,0,717,6132,20,537,benign
12,9,1,1,1,1,1,0,2121,6203,20,1202,benign
12,9,1,1,1,1,1,0,2118,6203,20,1199,benign
30,25,1,1,1,0,1,0,3932,7948,20,907,benign
30,25,1,1,1,0,1,0,3975,7934,20,935,benign
13,10,1,1,1,0,1,0,978,6233,20,537,benign
8,8,1,1,1,0,1,0,779,309,20,537,benign
13,13,1,1,1,0,1,0,990,6194,20,537,benign
8,7,1,1,1,0,1,0,779,289,20,537,benign
13,10,1,1,1,0,1,0,978,6233,20,537,benign
13,10,1,1,1,0,1,0,1002,6347,20,537,benign
14,11,1,1,1,1,1,0,2101,6359,20,1222,benign
13,10,1,1,1,1,1,0,2074,4349,20,1215,benign
14,11,1,1,1,1,1,0,2103,6371,20,1224,benign
5,4,1,1,1,1,1,0,637,229,20,537,benign
5,4,1,1,1,1,1,0,637,229,20,537,benign
5,4,1,1,1,1,1,0,637,229,20,537,benign
5,4,1,1,1,1,1,0,637,229,20,537,benign
5,4,1,1,1,1,1,0,637,229,20,537,benign
45,37,1,1,1,1,1,0,6910,24599,20,1226,benign
37,35,1,1,1,0,1,0,2473,24287,20,1034,benign
21,18,1,1,1,0,1,0,1864,892,20,845,benign
343,349,1,1,1,0,1,0,14999,465867,20,1039,benign
109,119,1,1,1,0,1,0,4919,139364,20,1033,benign
9,8,1,1,1,1,1,0,717,6132,20,537,benign
9,8,1,1,1,1,1,0,717,6132,20,537,benign
34,27,1,1,1,0,1,0,5710,3069,20,935,benign
71,56,1,1,1,0,1,0,17261,9295,20,1075,benign
90,63,1,1,1,0,1,0,21504,19284,20,1207,benign
78,58,1,1,1,0,1,0,17794,15227,20,1071,benign
208,167,1,1,1,0,1,0,107289,27075,20,1480,benign
8,7,1,1,1,0,1,0,779,289,20,537,benign
8,8,1,1,1,0,1,0,779,309,20,537,benign
8,7,1,1,1,0,1,0,779,289,20,537,benign
12,10,1,1,1,1,1,0,2054,4336,20,1215,benign
12,9,1,1,1,1,1,0,2071,4071,20,1232,benign
5,4,1,1,1,1,1,0,637,229,20,537,benign
8,8,1,1,1,0,1,0,779,309,20,537,benign
8,8,1,1,1,0,1,0,779,309,20,537,benign
35,32,1,1,1,0,1,0,5551,14813,20,1233,benign
54,63,1,1,1,0,1,0,2820,68351,20,1033,benign
203,216,1,1,1,0,1,0,9294,277041,20,1039,benign
57,70,1,1,1,0,1,0,3019,76961,20,1025,benign
55,65,1,1,1,0,1,0,2988,67581,20,1034,benign
31,29,1,1,1,0,1,0,3769,11468,20,1232,benign
23,21,1,1,1,0,1,0,2295,4568,20,1224,benign
30,26,1,1,1,0,1,0,3751,11739,20,1228,benign
23,20,1,1,1,0,1,0,2296,2668,20,1225,benign
33,29,1,1,1,0,1,0,3796,14579,20,1218,benign
22,19,1,1,1,0,1,0,2270,1454,20,1231,benign
31,27,1,1,1,0,1,0,3793,11078,20,1230,benign
30,26,1,1,1,0,1,0,3763,11442,20,1229,benign
51,50,1,1,1,0,1,0,10150,17410,20,1238,benign
450,460,1,1,1,0,1,0,19848,609726,20,1039,benign
86,66,1,1,1,0,1,0,21890,17424,20,1088,benign
124,103,1,1,1,0,1,0,27333,18936,20,1480,benign
60,46,1,1,1,0,1,0,13795,7223,20,1075,benign
77,58,1,1,1,0,1,0,14036,18534,20,872,benign
10,9,1,1,1,1,1,0,737,6152,20,537,benign
9,8,1,1,1,1,1,0,717,6132,20,537,benign
9,8,1,1,1,1,1,0,717,6132,20,537,benign
9,8,1,1,1,1,1,0,717,6132,20,537,benign
12,10,1,1,1,1,1,0,2106,6223,20,1199,benign
9,8,1,1,1,1,1,0,717,6132,20,537,benign
9,8,1,1,1,1,1,0,717,6132,20,537,benign
13,13,1,1,1,0,1,0,1002,6283,20,537,benign
13,10,1,1,1,0,1,0,990,6134,20,537,benign
12,9,1,1,1,1,1,0,2146,6203,20,1215,benign
12,9,1,1,1,1,1,0,2161,6203,20,1230,benign
12,9,1,1,1,1,1,0,2163,6203,20,1232,benign
12,9,1,1,1,1,1,0,2167,6203,20,1236,benign
12,9,1,1,1,1,1,0,2168,6203,20,1237,benign
12,9,1,1,1,1,1,0,2137,6203,20,1218,benign
12,9,1,1,1,1,1,0,2140,6203,20,1221,benign
12,9,1,1,1,1,1,0,2153,6203,20,1222,benign
37,34,1,1,1,1,1,0,6688,12986,20,1238,benign
13,11,1,1,1,0,1,0,1002,6367,20,537,benign
57,67,1,1,1,0,1,0,2904,73068,20,1033,benign
108,124,1,1,1,0,1,0,4855,147769,20,1025,benign
97,119,1,1,1,0,1,0,4764,139353,20,1034,benign
277,288,1,1,1,0,1,0,11463,375787,20,1039,benign
26,23,1,1,1,0,1,0,2087,6866,20,845,benign
117,87,1,1,1,0,1,0,24111,21909,20,872,benign
57,46,1,1,1,0,1,0,12640,12685,20,1070,benign
5,4,1,1,1,1,1,0,637,229,20,537,benign
5,4,1,1,1,1,1,0,637,229,20,537,benign
5,4,1,1,1,1,1,0,637,229,20,537,benign
5,4,1,1,1,1,1,0,637,229,20,537,benign
8,7,1,1,1,0,1,0,779,289,20,537,benign
21,19,1,1,1,0,1,0,1864,912,20,845,benign
154,114,1,1,1,0,1,0,40538,27361,20,1075,benign
56,48,1,1,1,0,1,0,7671,12614,20,872,benign
49,42,1,1,1,0,1,0,7925,4284,20,1042,benign
55,44,1,1,1,0,1,0,8962,10701,20,1046,benign
126,136,1,1,1,0,1,0,6451,169493,20,1039,benign
61,51,1,1,1,0,1,0,9793,10952,20,1480,benign
5,4,1,1,1,1,1,0,637,229,20,537,benign
5,4,1,1,1,1,1,0,637,229,20,537,benign
5,4,1,1,1,1,1,0,637,229,20,537,benign
5,4,1,1,1,1,1,0,637,229,20,537,benign
5,4,1,1,1,1,1,0,637,229,20,537,benign
5,4,1,1,1,1,1,0,637,229,20,537,benign
13,10,1,1,1,1,1,0,2058,4648,20,1199,benign
1117,651,1,1,1,0,1,0,1174609,82461,20,1480,benign
21,19,1,1,1,0,1,0,1864,912,20,845,benign
25,21,1,1,1,0,1,0,3748,1977,20,917,benign
28,23,1,1,1,0,1,0,2853,7824,20,872,benign
160,167,1,1,1,0,1,0,7499,208653,20,1039,benign
25,20,1,1,1,0,1,0,3733,1964,20,907,benign
28,24,1,1,1,0,1,0,2680,7844,20,723,benign
12,9,1,1,1,1,1,0,2118,6203,20,1199,benign
9,8,1,1,1,1,1,0,717,6132,20,537,benign
9,8,1,1,1,1,1,0,717,6132,20,537,benign
9,8,1,1,1,1,1,0,717,6132,20,537,benign
9,8,1,1,1,1,1,0,717,6132,20,537,benign
9,8,1,1,1,1,1,0,717,6132,20,537,benign
9,8,1,1,1,1,1,0,717,6132,20,537,benign
9,8,1,1,1,1,1,0,717,6132,20,537,benign
10,9,1,1,1,1,1,0,737,6152,20,537,benign
8,7,1,1,1,0,1,0,779,289,20,537,benign
9,8,1,1,1,0,1,0,819,309,20,537,benign
13,10,1,1,1,0,1,0,1002,6347,20,537,benign
26,22,1,1,1,0,1,0,2075,6846,20,845,benign
108,122,1,1,1,0,1,0,4980,149794,20,1039,benign
23,19,1,1,1,0,1,0,2481,1959,20,723,benign
49,37,1,1,1,0,1,0,10501,5556,20,1041,benign
51,62,1,1,1,0,1,0,2638,66061,20,1019,benign
28,25,1,1,1,0,1,0,2841,7864,20,872,benign
32,25,1,1,1,0,1,0,4903,8420,20,917,benign
43,37,1,1,1,0,1,0,4224,8823,20,1057,benign
12,9,1,1,1,1,1,0,2118,6203,20,1199,benign
11,9,1,1,1,1,1,0,931,6203,20,537,benign
9,8,1,1,1,1,1,0,717,6132,20,537,benign
9,8,1,1,1,1,1,0,717,6132,20,537,benign
9,8,1,1,1,1,1,0,717,6132,20,537,benign
9,8,1,1,1,1,1,0,717,6132,20,537,benign
9,8,1,1,1,1,1,0,717,6132,20,537,benign
9,8,1,0,1,1,1,0,741,6132,20,537,benign
12,10,1,1,1,1,1,0,939,6223,20,537,benign
13,10,1,1,1,0,1,0,1002,6347,20,537,benign
1786,973,1,1,1,0,1,0,2155992,89033,20,1480,benign
26,22,1,1,1,0,1,0,2087,6846,20,845,benign
99,112,1,1,1,0,1,0,4860,140070,20,1039,benign
30,24,1,1,1,0,1,0,3963,7914,20,935,benign
51,62,1,1,1,0,1,0,2730,65309,20,1019,benign
30,25,1,1,1,0,1,0,3944,7948,20,907,benign
12,9,1,1,1,1,1,0,2106,6203,20,1199,benign
9,8,1,1,1,1,1,0,717,6132,20,537,benign
9,8,1,1,1,1,1,0,717,6132,20,537,benign
9,8,1,1,1,1,1,0,717,6132,20,537,benign
9,8,1,1,1,1,1,0,717,6132,20,537,benign
10,9,1,1,1,1,1,0,737,6152,20,537,benign
26,25,1,1,1,0,1,0,2075,6906,20,845,benign
12,9,1,1,1,1,1,0,2051,4073,20,1212,benign
156,169,1,1,1,0,1,0,6912,218273,20,1039,benign
5,4,1,1,1,1,1,0,637,229,20,537,benign
5,4,1,1,1,1,1,0,637,229,20,537,benign
5,4,1,1,1,1,1,0,637,229,20,537,benign
5,4,1,1,1,1,1,0,637,229,20,537,benign
5,4,1,1,1,1,1,0,637,229,20,537,benign
5,4,1,1,1,1,1,0,637,229,20,537,benign
5,4,1,1,1,1,1,0,637,229,20,537,benign
6,5,1,1,1,1,1,0,657,249,20,537,benign
25,22,1,1,1,0,1,0,3748,1997,20,917,benign
49,40,1,1,1,0,1,0,7943,10092,20,1042,benign
48,38,1,1,1,0,1,0,8237,7344,20,872,benign
8,7,1,1,1,0,1,0,779,289,20,537,benign
9,8,1,1,1,0,1,0,819,309,20,537,benign
13,11,1,1,1,0,1,0,978,6154,20,537,benign
36,31,1,1,1,0,1,0,5346,9569,20,678,benign
98,119,1,1,1,0,1,0,4820,143943,20,1039,benign
21,18,1,1,1,0,1,0,1864,892,20,845,benign
61,69,1,1,1,0,1,0,3005,73667,20,1019,benign
111,66,1,1,1,0,1,0,87176,13833,20,1480,benign
9,8,1,0,1,1,1,0,741,6132,20,537,benign
9,8,1,0,1,1,1,0,741,6132,20,537,benign
12,9,1,0,1,1,1,0,2138,6203,20,1199,benign
5,4,1,1,1,1,1,0,637,229,20,537,benign
11,9,1,1,1,1,1,0,907,6203,20,537,benign
11,9,1,1,1,1,1,0,907,6203,20,537,benign
12,9,1,1,1,1,1,0,2139,6203,20,1208,benign
12,9,1,1,1,1,1,0,2123,6203,20,1204,benign
21,16,1,1,1,1,1,0,3561,13672,20,1211,benign
21,18,1,1,1,0,1,0,1864,892,20,845,benign
156,166,1,1,1,0,1,0,7515,207387,20,1039,benign
55,43,1,1,1,0,1,0,9148,13944,20,872,benign
75,65,1,1,1,0,1,0,8657,11945,20,1161,benign
91,71,1,1,1,0,1,0,18764,15915,20,1043,benign
54,41,1,1,1,0,1,0,10902,11606,20,1046,benign
8,7,1,1,1,0,1,0,779,289,20,537,benign
5,4,1,1,1,1,1,0,637,229,20,537,benign
5,4,1,1,1,1,1,0,637,229,20,537,benign
5,4,1,1,1,1,1,0,637,229,20,537,benign
5,4,1,1,1,1,1,0,637,229,20,537,benign
11,8,1,1,1,1,1,0,2018,3900,20,1199,benign
5,4,1,1,1,1,1,0,637,229,20,537,benign
5,4,1,1,1,1,1,0,637,229,20,537,benign
158,168,1,1,1,0,1,0,6996,219555,20,1039,benign
21,19,1,1,1,0,1,0,1864,912,20,845,benign
25,20,1,1,1,0,1,0,3743,1957,20,917,benign
25,20,1,1,1,0,1,0,3748,1957,20,917,benign
25,21,1,1,1,0,1,0,3766,1977,20,935,benign
21,19,1,1,1,0,1,0,1738,1244,20,719,benign
34,26,1,1,1,0,1,0,5348,10029,20,872,benign
9,8,1,1,1,1,1,0,717,6132,20,537,benign
9,8,1,1,1,1,1,0,717,6132,20,537,benign
9,8,1,1,1,1,1,0,717,6132,20,537,benign
9,8,1,1,1,1,1,0,717,6132,20,537,benign
9,8,1,1,1,1,1,0,717,6132,20,537,benign
9,8,1,1,1,1,1,0,717,6132,20,537,benign
9,8,1,1,1,1,1,0,717,6132,20,537,benign
11,9,1,1,1,1,1,0,931,6203,20,537,benign
12,9,1,1,1,1,1,0,2106,6203,20,1199,benign
9,8,1,1,1,0,1,0,819,309,20,537,benign
26,23,1,1,1,0,1,0,2087,6866,20,845,benign
147,157,1,1,1,0,1,0,6991,201480,20,1039,benign
9,8,1,0,1,1,1,0,753,6132,20,537,benign
9,8,1,1,1,1,1,0,717,6132,20,537,benign
9,8,1,1,1,1,1,0,717,6132,20,537,benign
9,8,1,1,1,1,1,0,717,6132,20,537,benign
9,8,1,1,1,1,1,0,717,6132,20,537,benign
9,8,1,1,1,1,1,0,717,6132,20,537,benign
9,8,1,1,1,1,1,0,717,6132,20,537,benign
11,9,1,1,1,1,1,0,919,6203,20,537,benign
12,10,1,1,1,1,1,0,2118,6223,20,1199,benign
13,11,1,1,1,0,1,0,990,6367,20,537,benign
13,10,1,1,1,0,1,0,1002,6134,20,537,benign
13,10,1,1,1,0,1,0,978,6233,20,537,benign
8,7,1,1,1,0,1,0,779,289,20,537,benign
13,10,1,1,1,1,1,0,2075,4330,20,1216,benign
15,12,1,1,1,1,1,0,2126,6902,20,1227,benign
43,36,1,1,1,1,1,0,6895,22540,20,1225,benign
13,10,1,1,1,1,1,0,2078,5677,20,1219,benign
15,12,1,1,1,1,1,0,2129,6926,20,1230,benign
5,4,1,1,1,1,1,0,637,229,20,537,benign
13,11,1,1,1,1,1,0,2085,6840,20,1226,benign
12,9,1,1,1,1,1,0,2054,3916,20,1215,benign
36,27,1,1,1,0,1,0,5346,9489,20,678,benign
41,41,1,1,1,0,1,0,2667,33045,20,1033,benign
222,238,1,1,1,0,1,0,10502,310431,20,1039,benign
21,18,1,1,1,0,1,0,1864,892,20,845,benign
18,14,1,1,1,1,1,0,2295,12308,20,1213,benign
210,220,1,1,1,0,1,0,9093,288819,20,1039,benign
9,8,1,1,1,1,1,0,717,6132,20,537,benign
9,8,1,1,1,1,1,0,717,6132,20,537,benign
9,8,1,1,1,1,1,0,717,6132,20,537,benign
9,8,1,1,1,1,1,0,717,6132,20,537,benign
9,8,1,1,1,1,1,0,717,6132,20,537,benign
9,8,1,1,1,1,1,0,717,6132,20,537,benign
9,8,1,1,1,1,1,0,717,6132,20,537,benign
9,8,1,0,1,1,1,0,753,6132,20,537,benign
32,31,1,1,1,0,1,0,11179,7392,20,1480,benign
68,54,1,1,1,0,1,0,12270,12919,20,1480,benign
75,55,1,1,1,0,1,0,18246,9733,20,1041,benign
81,59,1,1,1,0,1,0,19423,16240,20,1043,benign
30,24,1,1,1,0,1,0,3971,7921,20,917,benign
83,60,1,1,1,0,1,0,18484,17079,20,872,benign
9,7,1,1,1,0,1,0,819,289,20,537,benign
8,7,1,1,1,0,1,0,779,289,20,537,benign
1255,641,1,1,1,0,1,0,1499551,82532,20,1480,benign
38,31,1,1,1,1,1,0,5575,18730,20,1227,benign
9,8,1,1,1,1,1,0,717,6132,20,537,benign
9,8,1,1,1,1,1,0,717,6132,20,537,benign
9,8,1,1,1,1,1,0,717,6132,20,537,benign
9,8,1,1,1,1,1,0,717,6132,20,537,benign
9,8,1,1,1,1,1,0,717,6132,20,537,benign
9,8,1,1,1,1,1,0,717,6132,20,537,benign
9,8,1,1,1,1,1,0,717,6132,20,537,benign
11,10,1,1,1,1,1,0,931,6223,20,537,benign
13,10,1,1,1,0,1,0,966,6347,20,537,benign
39,40,1,1,1,0,1,0,2584,29743,20,1034,benign
40,42,1,1,1,0,1,0,2667,31369,20,1033,benign
26,25,1,1,1,0,1,0,2255,7257,20,1025,benign
8,7,1,1,1,0,1,0,779,289,20,537,benign
13,12,1,1,1,0,1,0,1002,6174,20,537,benign
13,10,1,1,1,1,1,0,2094,4519,20,1235,benign
42,38,1,1,1,1,1,0,6867,20717,20,1243,benign
13,10,1,1,1,1,1,0,2088,5722,20,1229,benign
12,9,1,1,1,1,1,0,2058,3965,20,1219,benign
12,9,1,1,1,1,1,0,2071,5659,20,1232,benign
12,9,1,1,1,1,1,0,2075,4524,20,1236,benign
12,9,1,1,1,1,1,0,2065,5630,20,1226,benign
12,9,1,1,1,1,1,0,2060,3998,20,1221,benign
11,8,1,1,1,1,1,0,2039,3922,20,1220,benign
13,12,1,1,1,0,1,0,954,6387,20,537,benign
56,73,1,1,1,0,1,0,2912,77487,20,1034,benign
57,72,1,1,1,0,1,0,2931,77213,20,1033,benign
22,18,1,1,1,0,1,0,3143,1134,20,1480,benign
27,25,1,1,1,0,1,0,3359,7272,20,1480,benign
69,62,1,1,1,0,1,0,15829,13210,20,1480,benign
28,23,1,1,1,0,1,0,2761,7824,20,776,benign
743,484,1,1,1,0,1,0,519765,79375,20,1480,benign
21,19,1,1,1,0,1,0,1864,912,20,845,benign
117,131,1,1,1,0,1,0,5194,153942,20,1025,benign
73,53,1,1,1,0,1,0,14833,19149,20,872,benign
354,366,1,1,1,0,1,0,15171,477866,20,1039,benign
35,29,1,1,1,0,1,0,3696,8659,20,872,benign
57,47,1,1,1,0,1,0,10157,11297,20,1075,benign
56,45,1,1,1,0,1,0,11898,6317,20,1076,benign
67,53,1,1,1,0,1,0,14594,7813,20,1073,benign
5,4,1,1,1,1,1,0,637,229,20,537,benign
5,4,1,1,1,1,1,0,637,229,20,537,benign
5,4,1,1,1,1,1,0,637,229,20,537,benign
8,7,1,1,1,0,1,0,779,289,20,537,benign
36,31,1,1,1,0,1,0,5370,9569,20,678,benign
21,19,1,1,1,0,1,0,1864,912,20,845,benign
53,66,1,1,1,0,1,0,2750,69841,20,1019,benign
101,112,1,1,1,0,1,0,4864,140314,20,1039,benign
28,24,1,1,1,0,1,0,2853,7844,20,872,benign
11,9,1,1,1,1,1,0,907,6203,20,537,benign
11,9,1,1,1,1,1,0,907,6203,20,537,benign
9,8,1,1,1,1,1,0,717,6132,20,537,benign
9,8,1,1,1,1,1,0,717,6132,20,537,benign
9,8,1,1,1,1,1,0,717,6132,20,537,benign
9,8,1,0,1,1,1,0,741,6132,20,537,benign
12,9,1,0,1,1,1,0,2130,6203,20,1199,benign
30,27,1,1,1,0,1,0,3959,7981,20,917,benign
13,10,1,1,1,0,1,0,978,6347,20,537,benign
26,22,1,1,1,0,1,0,2039,6846,20,845,benign
163,173,1,1,1,0,1,0,7507,220754,20,1039,benign
8,7,1,1,1,1,1,0,697,4652,20,537,benign
10,9,1,1,1,1,1,0,737,6152,20,537,benign
13,13,1,1,1,0,1,0,1002,6283,20,537,benign
13,11,1,1,1,0,1,0,1002,6253,20,537,benign
8,8,1,1,1,0,1,0,779,309,20,537,benign
26,23,1,1,1,0,1,0,2075,6866,20,845,benign
151,162,1,1,1,0,1,0,6920,207241,20,1039,benign
48,39,1,1,1,0,1,0,7958,10122,20,1045,benign
58,53,1,1,1,0,1,0,6445,10395,20,1060,benign
128,101,1,1,1,0,1,0,27863,20761,20,1073,benign
70,58,1,1,1,0,1,0,13717,13282,20,1041,benign
67,53,1,1,1,0,1,0,10018,14859,20,872,benign
13,10,1,1,1,1,1,0,2059,5998,20,1200,benign
5,4,1,1,1,1,1,0,637,229,20,537,benign
5,4,1,1,1,1,1,0,637,229,20,537,benign
5,4,1,1,1,1,1,0,637,229,20,537,benign
5,4,1,1,1,1,1,0,637,229,20,537,benign
5,4,1,1,1,1,1,0,637,229,20,537,benign
5,4,1,1,1,1,1,0,637,229,20,537,benign
5,4,1,1,1,1,1,0,637,229,20,537,benign
8,8,1,1,1,0,1,0,779,309,20,537,benign
13,11,1,1,1,0,1,0,978,6367,20,537,benign
21,16,1,1,1,1,1,0,2783,7719,20,911,benign
8,8,1,1,1,0,1,0,779,309,20,537,benign
13,11,1,1,1,0,1,0,1002,6367,20,537,benign
9,7,1,1,1,0,1,0,819,289,20,537,benign
5,4,1,1,1,1,1,0,637,229,20,537,benign
5,4,1,1,1,1,1,0,637,229,20,537,benign
5,4,1,1,1,1,1,0,637,229,20,537,benign
5,4,1,1,1,1,1,0,637,229,20,537,benign
5,4,1,1,1,1,1,0,637,229,20,537,benign
5,4,1,1,1,1,1,0,637,229,20,537,benign
5,4,1,1,1,1,1,0,637,229,20,537,benign
5,4,1,1,1,1,1,0,637,229,20,537,benign
31,26,1,1,1,1,1,0,5321,9514,20,1228,benign
